SHEET: Payment
Shape: 1000 rows x 7 columns

                       0      1       2              3                  4                  5        6
479                  NaN    NaN     NaN            NaN                NaN                NaN        0
480                  NaN    NaN     NaN            NaN                NaN                NaN        0
481                  NaN    NaN     NaN            NaN                NaN                NaN        0
482                  NaN    NaN     NaN            NaN                NaN                NaN        0
483                  NaN    NaN     NaN            NaN                NaN                NaN        0
484                  NaN    NaN     NaN            NaN                NaN                NaN        0
485                  NaN    NaN     NaN            NaN                NaN                NaN        0
486                  NaN    NaN     NaN            NaN                NaN                NaN        0
487                  NaN    NaN     NaN            NaN                NaN                NaN        0
488                  NaN    NaN     NaN            NaN                NaN                NaN        0
489                  NaN    NaN     NaN            NaN                NaN                NaN        0
490                  NaN    NaN     NaN            NaN                NaN                NaN        0
491                  NaN    NaN     NaN            NaN                NaN                NaN        0
492                  NaN    NaN     NaN            NaN                NaN                NaN        0
493                  NaN    NaN     NaN            NaN                NaN                NaN        0
494                  NaN    NaN     NaN            NaN                NaN                NaN        0
495                  NaN    NaN     NaN            NaN                NaN                NaN        0
496                  NaN    NaN     NaN            NaN                NaN                NaN        0
497                  NaN    NaN     NaN            NaN                NaN                NaN        0
498                  NaN    NaN     NaN            NaN                NaN                NaN        0
499                  NaN    NaN     NaN            NaN                NaN                NaN        0
500                  NaN    NaN     NaN            NaN                NaN                NaN        0
501                  NaN    NaN     NaN            NaN                NaN                NaN        0
502                  NaN    NaN     NaN            NaN                NaN                NaN        0
503                  NaN    NaN     NaN            NaN                NaN                NaN        0
504                  NaN    NaN     NaN            NaN                NaN                NaN        0
505                  NaN    NaN     NaN            NaN                NaN                NaN        0
506                  NaN    NaN     NaN            NaN                NaN                NaN        0
507                  NaN    NaN     NaN            NaN                NaN                NaN        0
508                  NaN    NaN     NaN            NaN                NaN                NaN        0
509                  NaN    NaN     NaN            NaN                NaN                NaN        0
510                  NaN    NaN     NaN            NaN                NaN                NaN        0
511                  NaN    NaN     NaN            NaN                NaN                NaN        0
512                  NaN    NaN     NaN            NaN                NaN                NaN        0
513                  NaN    NaN     NaN            NaN                NaN                NaN        0
514                  NaN    NaN     NaN            NaN                NaN                NaN        0
515                  NaN    NaN     NaN            NaN                NaN                NaN        0
516                  NaN    NaN     NaN            NaN                NaN                NaN        0
517                  NaN    NaN     NaN            NaN                NaN                NaN        0
518                  NaN    NaN     NaN            NaN                NaN                NaN        0
519                  NaN    NaN     NaN            NaN                NaN                NaN        0
520                  NaN    NaN     NaN            NaN                NaN                NaN        0
521                  NaN    NaN     NaN            NaN                NaN                NaN        0
522                  NaN    NaN     NaN            NaN                NaN                NaN        0
523                  NaN    NaN     NaN            NaN                NaN                NaN        0
524                  NaN    NaN     NaN            NaN                NaN                NaN        0
525                  NaN    NaN     NaN            NaN                NaN                NaN        0
526                  NaN    NaN     NaN            NaN                NaN                NaN        0
527                  NaN    NaN     NaN            NaN                NaN                NaN        0
528                  NaN    NaN     NaN            NaN                NaN                NaN        0
529                  NaN    NaN     NaN            NaN                NaN                NaN        0
530                  NaN    NaN     NaN            NaN                NaN                NaN        0
531                  NaN    NaN     NaN            NaN                NaN                NaN        0
532                  NaN    NaN     NaN            NaN                NaN                NaN        0
533                  NaN    NaN     NaN            NaN                NaN                NaN        0
534                  NaN    NaN     NaN            NaN                NaN                NaN        0
535                  NaN    NaN     NaN            NaN                NaN                NaN        0
536                  NaN    NaN     NaN            NaN                NaN                NaN        0
537                  NaN    NaN     NaN            NaN                NaN                NaN        0
538                  NaN    NaN     NaN            NaN                NaN                NaN        0
539                  NaN    NaN     NaN            NaN                NaN                NaN        0
540                  NaN    NaN     NaN            NaN                NaN                NaN        0
541                  NaN    NaN     NaN            NaN                NaN                NaN        0
542                  NaN    NaN     NaN            NaN                NaN                NaN        0
543                  NaN    NaN     NaN            NaN                NaN                NaN        0
544                  NaN    NaN     NaN            NaN                NaN                NaN        0
545                  NaN    NaN     NaN            NaN                NaN                NaN        0
546                  NaN    NaN     NaN            NaN                NaN                NaN        0
547                  NaN    NaN     NaN            NaN                NaN                NaN        0
548                  NaN    NaN     NaN            NaN                NaN                NaN        0
549                  NaN    NaN     NaN            NaN                NaN                NaN        0
550                  NaN    NaN     NaN            NaN                NaN                NaN        0
551                  NaN    NaN     NaN            NaN                NaN                NaN        0
552                  NaN    NaN     NaN            NaN                NaN                NaN        0
553                  NaN    NaN     NaN            NaN                NaN                NaN        0
554                  NaN    NaN     NaN            NaN                NaN                NaN        0
555                  NaN    NaN     NaN            NaN                NaN                NaN        0
556                  NaN    NaN     NaN            NaN                NaN                NaN        0
557                  NaN    NaN     NaN            NaN                NaN                NaN        0
558                  NaN    NaN     NaN            NaN                NaN                NaN        0
559                  NaN    NaN     NaN            NaN                NaN                NaN        0
560                  NaN    NaN     NaN            NaN                NaN                NaN        0
561                  NaN    NaN     NaN            NaN                NaN                NaN        0
562                  NaN    NaN     NaN            NaN                NaN                NaN        0
563                  NaN    NaN     NaN            NaN                NaN                NaN        0
564                  NaN    NaN     NaN            NaN                NaN                NaN        0
565                  NaN    NaN     NaN            NaN                NaN                NaN        0
566                  NaN    NaN     NaN            NaN                NaN                NaN        0
567                  NaN    NaN     NaN            NaN                NaN                NaN        0
568                  NaN    NaN     NaN            NaN                NaN                NaN        0
569                  NaN    NaN     NaN            NaN                NaN                NaN        0
570                  NaN    NaN     NaN            NaN                NaN                NaN        0
571                  NaN    NaN     NaN            NaN                NaN                NaN        0
572                  NaN    NaN     NaN            NaN                NaN                NaN        0
573                  NaN    NaN     NaN            NaN                NaN                NaN        0
574                  NaN    NaN     NaN            NaN                NaN                NaN        0
575                  NaN    NaN     NaN            NaN                NaN                NaN        0
576                  NaN    NaN     NaN            NaN                NaN                NaN        0
577                  NaN    NaN     NaN            NaN                NaN                NaN        0
578                  NaN    NaN     NaN            NaN                NaN                NaN        0
579                  NaN    NaN     NaN            NaN                NaN                NaN        0
580                  NaN    NaN     NaN            NaN                NaN                NaN        0
581                  NaN    NaN     NaN            NaN                NaN                NaN        0
582                  NaN    NaN     NaN            NaN                NaN                NaN        0
583                  NaN    NaN     NaN            NaN                NaN                NaN        0
584                  NaN    NaN     NaN            NaN                NaN                NaN        0
585                  NaN    NaN     NaN            NaN                NaN                NaN        0
586                  NaN    NaN     NaN            NaN                NaN                NaN        0
587                  NaN    NaN     NaN            NaN                NaN                NaN        0
588                  NaN    NaN     NaN            NaN                NaN                NaN        0
589                  NaN    NaN     NaN            NaN                NaN                NaN        0
590                  NaN    NaN     NaN            NaN                NaN                NaN        0
591                  NaN    NaN     NaN            NaN                NaN                NaN        0
592                  NaN    NaN     NaN            NaN                NaN                NaN        0
593                  NaN    NaN     NaN            NaN                NaN                NaN        0
594                  NaN    NaN     NaN            NaN                NaN                NaN        0
595                  NaN    NaN     NaN            NaN                NaN                NaN        0
596                  NaN    NaN     NaN            NaN                NaN                NaN        0
597                  NaN    NaN     NaN            NaN                NaN                NaN        0
598                  NaN    NaN     NaN            NaN                NaN                NaN        0
599                  NaN    NaN     NaN            NaN                NaN                NaN        0
600                  NaN    NaN     NaN            NaN                NaN                NaN        0
601                  NaN    NaN     NaN            NaN                NaN                NaN        0
602                  NaN    NaN     NaN            NaN                NaN                NaN        0
603                  NaN    NaN     NaN            NaN                NaN                NaN        0
604                  NaN    NaN     NaN            NaN                NaN                NaN        0
605                  NaN    NaN     NaN            NaN                NaN                NaN        0
606                  NaN    NaN     NaN            NaN                NaN                NaN        0
607                  NaN    NaN     NaN            NaN                NaN                NaN        0
608                  NaN    NaN     NaN            NaN                NaN                NaN        0
609                  NaN    NaN     NaN            NaN                NaN                NaN        0
610                  NaN    NaN     NaN            NaN                NaN                NaN        0
611                  NaN    NaN     NaN            NaN                NaN                NaN        0
612                  NaN    NaN     NaN            NaN                NaN                NaN        0
613                  NaN    NaN     NaN            NaN                NaN                NaN        0
614                  NaN    NaN     NaN            NaN                NaN                NaN        0
615                  NaN    NaN     NaN            NaN                NaN                NaN        0
616                  NaN    NaN     NaN            NaN                NaN                NaN        0
617                  NaN    NaN     NaN            NaN                NaN                NaN        0
618                  NaN    NaN     NaN            NaN                NaN                NaN        0
619                  NaN    NaN     NaN            NaN                NaN                NaN        0
620                  NaN    NaN     NaN            NaN                NaN                NaN        0
621                  NaN    NaN     NaN            NaN                NaN                NaN        0
622                  NaN    NaN     NaN            NaN                NaN                NaN        0
623                  NaN    NaN     NaN            NaN                NaN                NaN        0
624                  NaN    NaN     NaN            NaN                NaN                NaN        0
625                  NaN    NaN     NaN            NaN                NaN                NaN        0
626                  NaN    NaN     NaN            NaN                NaN                NaN        0
627                  NaN    NaN     NaN            NaN                NaN                NaN        0
628                  NaN    NaN     NaN            NaN                NaN                NaN        0
629                  NaN    NaN     NaN            NaN                NaN                NaN        0
630                  NaN    NaN     NaN            NaN                NaN                NaN        0
631                  NaN    NaN     NaN            NaN                NaN                NaN        0
632                  NaN    NaN     NaN            NaN                NaN                NaN        0
633                  NaN    NaN     NaN            NaN                NaN                NaN        0
634                  NaN    NaN     NaN            NaN                NaN                NaN        0
635                  NaN    NaN     NaN            NaN                NaN                NaN        0
636                  NaN    NaN     NaN            NaN                NaN                NaN        0
637                  NaN    NaN     NaN            NaN                NaN                NaN        0
638                  NaN    NaN     NaN            NaN                NaN                NaN        0
639                  NaN    NaN     NaN            NaN                NaN                NaN        0
640                  NaN    NaN     NaN            NaN                NaN                NaN        0
641                  NaN    NaN     NaN            NaN                NaN                NaN        0
642                  NaN    NaN     NaN            NaN                NaN                NaN        0
643                  NaN    NaN     NaN            NaN                NaN                NaN        0
644                  NaN    NaN     NaN            NaN                NaN                NaN        0
645                  NaN    NaN     NaN            NaN                NaN                NaN        0
646                  NaN    NaN     NaN            NaN                NaN                NaN        0
647                  NaN    NaN     NaN            NaN                NaN                NaN        0
648                  NaN    NaN     NaN            NaN                NaN                NaN        0
649                  NaN    NaN     NaN            NaN                NaN                NaN        0
650                  NaN    NaN     NaN            NaN                NaN                NaN        0
651                  NaN    NaN     NaN            NaN                NaN                NaN        0
652                  NaN    NaN     NaN            NaN                NaN                NaN        0
653                  NaN    NaN     NaN            NaN                NaN                NaN        0
654                  NaN    NaN     NaN            NaN                NaN                NaN        0
655                  NaN    NaN     NaN            NaN                NaN                NaN        0
656                  NaN    NaN     NaN            NaN                NaN                NaN        0
657                  NaN    NaN     NaN            NaN                NaN                NaN        0
658                  NaN    NaN     NaN            NaN                NaN                NaN        0
659                  NaN    NaN     NaN            NaN                NaN                NaN        0
660                  NaN    NaN     NaN            NaN                NaN                NaN        0
661                  NaN    NaN     NaN            NaN                NaN                NaN        0
662                  NaN    NaN     NaN            NaN                NaN                NaN        0
663                  NaN    NaN     NaN            NaN                NaN                NaN        0
664                  NaN    NaN     NaN            NaN                NaN                NaN        0
665                  NaN    NaN     NaN            NaN                NaN                NaN        0
666                  NaN    NaN     NaN            NaN                NaN                NaN        0
667                  NaN    NaN     NaN            NaN                NaN                NaN        0
668                  NaN    NaN     NaN            NaN                NaN                NaN        0
669                  NaN    NaN     NaN            NaN                NaN                NaN        0
670                  NaN    NaN     NaN            NaN                NaN                NaN        0
671                  NaN    NaN     NaN            NaN                NaN                NaN        0
672                  NaN    NaN     NaN            NaN                NaN                NaN        0
673                  NaN    NaN     NaN            NaN                NaN                NaN        0
674                  NaN    NaN     NaN            NaN                NaN                NaN        0
675                  NaN    NaN     NaN            NaN                NaN                NaN        0
676                  NaN    NaN     NaN            NaN                NaN                NaN        0
677                  NaN    NaN     NaN            NaN                NaN                NaN        0
678                  NaN    NaN     NaN            NaN                NaN                NaN        0
679                  NaN    NaN     NaN            NaN                NaN                NaN        0
680                  NaN    NaN     NaN            NaN                NaN                NaN        0
681                  NaN    NaN     NaN            NaN                NaN                NaN        0
682                  NaN    NaN     NaN            NaN                NaN                NaN        0
683                  NaN    NaN     NaN            NaN                NaN                NaN        0
684                  NaN    NaN     NaN            NaN                NaN                NaN        0
685                  NaN    NaN     NaN            NaN                NaN                NaN        0
686                  NaN    NaN     NaN            NaN                NaN                NaN        0
687                  NaN    NaN     NaN            NaN                NaN                NaN        0
688                  NaN    NaN     NaN            NaN                NaN                NaN        0
689                  NaN    NaN     NaN            NaN                NaN                NaN        0
690                  NaN    NaN     NaN            NaN                NaN                NaN        0
691                  NaN    NaN     NaN            NaN                NaN                NaN        0
692                  NaN    NaN     NaN            NaN                NaN                NaN        0
693                  NaN    NaN     NaN            NaN                NaN                NaN        0
694                  NaN    NaN     NaN            NaN                NaN                NaN        0
695                  NaN    NaN     NaN            NaN                NaN                NaN        0
696                  NaN    NaN     NaN            NaN                NaN                NaN        0
697                  NaN    NaN     NaN            NaN                NaN                NaN        0
698                  NaN    NaN     NaN            NaN                NaN                NaN        0
699                  NaN    NaN     NaN            NaN                NaN                NaN        0
700                  NaN    NaN     NaN            NaN                NaN                NaN        0
701                  NaN    NaN     NaN            NaN                NaN                NaN        0
702                  NaN    NaN     NaN            NaN                NaN                NaN        0
703                  NaN    NaN     NaN            NaN                NaN                NaN        0
704                  NaN    NaN     NaN            NaN                NaN                NaN        0
705                  NaN    NaN     NaN            NaN                NaN                NaN        0
706                  NaN    NaN     NaN            NaN                NaN                NaN        0
707                  NaN    NaN     NaN            NaN                NaN                NaN        0
708                  NaN    NaN     NaN            NaN                NaN                NaN        0
709                  NaN    NaN     NaN            NaN                NaN                NaN        0
710                  NaN    NaN     NaN            NaN                NaN                NaN        0
711                  NaN    NaN     NaN            NaN                NaN                NaN        0
712                  NaN    NaN     NaN            NaN                NaN                NaN        0
713                  NaN    NaN     NaN            NaN                NaN                NaN        0
714                  NaN    NaN     NaN            NaN                NaN                NaN        0
715                  NaN    NaN     NaN            NaN                NaN                NaN        0
716                  NaN    NaN     NaN            NaN                NaN                NaN        0
717                  NaN    NaN     NaN            NaN                NaN                NaN        0
718                  NaN    NaN     NaN            NaN                NaN                NaN        0
719                  NaN    NaN     NaN            NaN                NaN                NaN        0
720                  NaN    NaN     NaN            NaN                NaN                NaN        0
721                  NaN    NaN     NaN            NaN                NaN                NaN        0
722                  NaN    NaN     NaN            NaN                NaN                NaN        0
723                  NaN    NaN     NaN            NaN                NaN                NaN        0
724                  NaN    NaN     NaN            NaN                NaN                NaN        0
725                  NaN    NaN     NaN            NaN                NaN                NaN        0
726                  NaN    NaN     NaN            NaN                NaN                NaN        0
727                  NaN    NaN     NaN            NaN                NaN                NaN        0
728                  NaN    NaN     NaN            NaN                NaN                NaN        0
729                  NaN    NaN     NaN            NaN                NaN                NaN        0
730                  NaN    NaN     NaN            NaN                NaN                NaN        0
731                  NaN    NaN     NaN            NaN                NaN                NaN        0
732                  NaN    NaN     NaN            NaN                NaN                NaN        0
733                  NaN    NaN     NaN            NaN                NaN                NaN        0
734                  NaN    NaN     NaN            NaN                NaN                NaN        0
735                  NaN    NaN     NaN            NaN                NaN                NaN        0
736                  NaN    NaN     NaN            NaN                NaN                NaN        0
737                  NaN    NaN     NaN            NaN                NaN                NaN        0
738                  NaN    NaN     NaN            NaN                NaN                NaN        0
739                  NaN    NaN     NaN            NaN                NaN                NaN        0
740                  NaN    NaN     NaN            NaN                NaN                NaN        0
741                  NaN    NaN     NaN            NaN                NaN                NaN        0
742                  NaN    NaN     NaN            NaN                NaN                NaN        0
743                  NaN    NaN     NaN            NaN                NaN                NaN        0
744                  NaN    NaN     NaN            NaN                NaN                NaN        0
745                  NaN    NaN     NaN            NaN                NaN                NaN        0
746                  NaN    NaN     NaN            NaN                NaN                NaN        0
747                  NaN    NaN     NaN            NaN                NaN                NaN        0
748                  NaN    NaN     NaN            NaN                NaN                NaN        0
749                  NaN    NaN     NaN            NaN                NaN                NaN        0
750                  NaN    NaN     NaN            NaN                NaN                NaN        0
751                  NaN    NaN     NaN            NaN                NaN                NaN        0
752                  NaN    NaN     NaN            NaN                NaN                NaN        0
753                  NaN    NaN     NaN            NaN                NaN                NaN        0
754                  NaN    NaN     NaN            NaN                NaN                NaN        0
755                  NaN    NaN     NaN            NaN                NaN                NaN        0
756                  NaN    NaN     NaN            NaN                NaN                NaN        0
757                  NaN    NaN     NaN            NaN                NaN                NaN        0
758                  NaN    NaN     NaN            NaN                NaN                NaN        0
759                  NaN    NaN     NaN            NaN                NaN                NaN        0
760                  NaN    NaN     NaN            NaN                NaN                NaN        0
761                  NaN    NaN     NaN            NaN                NaN                NaN        0
762                  NaN    NaN     NaN            NaN                NaN                NaN        0
763                  NaN    NaN     NaN            NaN                NaN                NaN        0
764                  NaN    NaN     NaN            NaN                NaN                NaN        0
765                  NaN    NaN     NaN            NaN                NaN                NaN        0
766                  NaN    NaN     NaN            NaN                NaN                NaN        0
767                  NaN    NaN     NaN            NaN                NaN                NaN        0
768                  NaN    NaN     NaN            NaN                NaN                NaN        0
769                  NaN    NaN     NaN            NaN                NaN                NaN        0
770                  NaN    NaN     NaN            NaN                NaN                NaN        0
771                  NaN    NaN     NaN            NaN                NaN                NaN        0
772                  NaN    NaN     NaN            NaN                NaN                NaN        0
773                  NaN    NaN     NaN            NaN                NaN                NaN        0
774                  NaN    NaN     NaN            NaN                NaN                NaN        0
775                  NaN    NaN     NaN            NaN                NaN                NaN        0
776                  NaN    NaN     NaN            NaN                NaN                NaN        0
777                  NaN    NaN     NaN            NaN                NaN                NaN        0
778                  NaN    NaN     NaN            NaN                NaN                NaN        0
779                  NaN    NaN     NaN            NaN                NaN                NaN        0
780                  NaN    NaN     NaN            NaN                NaN                NaN        0
781                  NaN    NaN     NaN            NaN                NaN                NaN        0
782                  NaN    NaN     NaN            NaN                NaN                NaN        0
783                  NaN    NaN     NaN            NaN                NaN                NaN        0
784                  NaN    NaN     NaN            NaN                NaN                NaN        0
785                  NaN    NaN     NaN            NaN                NaN                NaN        0
786                  NaN    NaN     NaN            NaN                NaN                NaN        0
787                  NaN    NaN     NaN            NaN                NaN                NaN        0
788                  NaN    NaN     NaN            NaN                NaN                NaN        0
789                  NaN    NaN     NaN            NaN                NaN                NaN        0
790                  NaN    NaN     NaN            NaN                NaN                NaN        0
791                  NaN    NaN     NaN            NaN                NaN                NaN        0
792                  NaN    NaN     NaN            NaN                NaN                NaN        0
793                  NaN    NaN     NaN            NaN                NaN                NaN        0
794                  NaN    NaN     NaN            NaN                NaN                NaN        0
795                  NaN    NaN     NaN            NaN                NaN                NaN        0
796                  NaN    NaN     NaN            NaN                NaN                NaN        0
797                  NaN    NaN     NaN            NaN                NaN                NaN        0
798                  NaN    NaN     NaN            NaN                NaN                NaN        0
799                  NaN    NaN     NaN            NaN                NaN                NaN        0
800                  NaN    NaN     NaN            NaN                NaN                NaN        0
801                  NaN    NaN     NaN            NaN                NaN                NaN        0
802                  NaN    NaN     NaN            NaN                NaN                NaN        0
803                  NaN    NaN     NaN            NaN                NaN                NaN        0
804                  NaN    NaN     NaN            NaN                NaN                NaN        0
805                  NaN    NaN     NaN            NaN                NaN                NaN        0
806                  NaN    NaN     NaN            NaN                NaN                NaN        0
807                  NaN    NaN     NaN            NaN                NaN                NaN        0
808                  NaN    NaN     NaN            NaN                NaN                NaN        0
809                  NaN    NaN     NaN            NaN                NaN                NaN        0
810                  NaN    NaN     NaN            NaN                NaN                NaN        0
811                  NaN    NaN     NaN            NaN                NaN                NaN        0
812                  NaN    NaN     NaN            NaN                NaN                NaN        0
813                  NaN    NaN     NaN            NaN                NaN                NaN        0
814                  NaN    NaN     NaN            NaN                NaN                NaN        0
815                  NaN    NaN     NaN            NaN                NaN                NaN        0
816                  NaN    NaN     NaN            NaN                NaN                NaN        0
817                  NaN    NaN     NaN            NaN                NaN                NaN        0
818                  NaN    NaN     NaN            NaN                NaN                NaN        0
819                  NaN    NaN     NaN            NaN                NaN                NaN        0
820                  NaN    NaN     NaN            NaN                NaN                NaN        0
821                  NaN    NaN     NaN            NaN                NaN                NaN        0
822                  NaN    NaN     NaN            NaN                NaN                NaN        0
823                  NaN    NaN     NaN            NaN                NaN                NaN        0
824                  NaN    NaN     NaN            NaN                NaN                NaN        0
825                  NaN    NaN     NaN            NaN                NaN                NaN        0
826                  NaN    NaN     NaN            NaN                NaN                NaN        0
827                  NaN    NaN     NaN            NaN                NaN                NaN        0
828                  NaN    NaN     NaN            NaN                NaN                NaN        0
829                  NaN    NaN     NaN            NaN                NaN                NaN        0
830                  NaN    NaN     NaN            NaN                NaN                NaN        0
831                  NaN    NaN     NaN            NaN                NaN                NaN        0
832                  NaN    NaN     NaN            NaN                NaN                NaN        0
833                  NaN    NaN     NaN            NaN                NaN                NaN        0
834                  NaN    NaN     NaN            NaN                NaN                NaN        0
835                  NaN    NaN     NaN            NaN                NaN                NaN        0
836                  NaN    NaN     NaN            NaN                NaN                NaN        0
837                  NaN    NaN     NaN            NaN                NaN                NaN        0
838                  NaN    NaN     NaN            NaN                NaN                NaN        0
839                  NaN    NaN     NaN            NaN                NaN                NaN        0
840                  NaN    NaN     NaN            NaN                NaN                NaN        0
841                  NaN    NaN     NaN            NaN                NaN                NaN        0
842                  NaN    NaN     NaN            NaN                NaN                NaN        0
843                  NaN    NaN     NaN            NaN                NaN                NaN        0
844                  NaN    NaN     NaN            NaN                NaN                NaN        0
845                  NaN    NaN     NaN            NaN                NaN                NaN        0
846                  NaN    NaN     NaN            NaN                NaN                NaN        0
847                  NaN    NaN     NaN            NaN                NaN                NaN        0
848                  NaN    NaN     NaN            NaN                NaN                NaN        0
849                  NaN    NaN     NaN            NaN                NaN                NaN        0
850                  NaN    NaN     NaN            NaN                NaN                NaN        0
851                  NaN    NaN     NaN            NaN                NaN                NaN        0
852                  NaN    NaN     NaN            NaN                NaN                NaN        0
853                  NaN    NaN     NaN            NaN                NaN                NaN        0
854                  NaN    NaN     NaN            NaN                NaN                NaN        0
855                  NaN    NaN     NaN            NaN                NaN                NaN        0
856                  NaN    NaN     NaN            NaN                NaN                NaN        0
857                  NaN    NaN     NaN            NaN                NaN                NaN        0
858                  NaN    NaN     NaN            NaN                NaN                NaN        0
859                  NaN    NaN     NaN            NaN                NaN                NaN        0
860                  NaN    NaN     NaN            NaN                NaN                NaN        0
861                  NaN    NaN     NaN            NaN                NaN                NaN        0
862                  NaN    NaN     NaN            NaN                NaN                NaN        0
863                  NaN    NaN     NaN            NaN                NaN                NaN        0
864                  NaN    NaN     NaN            NaN                NaN                NaN        0
865                  NaN    NaN     NaN            NaN                NaN                NaN        0
866                  NaN    NaN     NaN            NaN                NaN                NaN        0
867                  NaN    NaN     NaN            NaN                NaN                NaN        0
868                  NaN    NaN     NaN            NaN                NaN                NaN        0
869                  NaN    NaN     NaN            NaN                NaN                NaN        0
870                  NaN    NaN     NaN            NaN                NaN                NaN        0
871                  NaN    NaN     NaN            NaN                NaN                NaN        0
872                  NaN    NaN     NaN            NaN                NaN                NaN        0
873                  NaN    NaN     NaN            NaN                NaN                NaN        0
874                  NaN    NaN     NaN            NaN                NaN                NaN        0
875                  NaN    NaN     NaN            NaN                NaN                NaN        0
876                  NaN    NaN     NaN            NaN                NaN                NaN        0
877                  NaN    NaN     NaN            NaN                NaN                NaN        0
878                  NaN    NaN     NaN            NaN                NaN                NaN        0
879                  NaN    NaN     NaN            NaN                NaN                NaN        0
880                  NaN    NaN     NaN            NaN                NaN                NaN        0
881                  NaN    NaN     NaN            NaN                NaN                NaN        0
882                  NaN    NaN     NaN            NaN                NaN                NaN        0
883                  NaN    NaN     NaN            NaN                NaN                NaN        0
884                  NaN    NaN     NaN            NaN                NaN                NaN        0
885                  NaN    NaN     NaN            NaN                NaN                NaN        0
886                  NaN    NaN     NaN            NaN                NaN                NaN        0
887                  NaN    NaN     NaN            NaN                NaN                NaN        0
888                  NaN    NaN     NaN            NaN                NaN                NaN        0
889                  NaN    NaN     NaN            NaN                NaN                NaN        0
890                  NaN    NaN     NaN            NaN                NaN                NaN        0
891                  NaN    NaN     NaN            NaN                NaN                NaN        0
892                  NaN    NaN     NaN            NaN                NaN                NaN        0
893                  NaN    NaN     NaN            NaN                NaN                NaN        0
894                  NaN    NaN     NaN            NaN                NaN                NaN        0
895                  NaN    NaN     NaN            NaN                NaN                NaN        0
896                  NaN    NaN     NaN            NaN                NaN                NaN        0
897                  NaN    NaN     NaN            NaN                NaN                NaN        0
898                  NaN    NaN     NaN            NaN                NaN                NaN        0
899                  NaN    NaN     NaN            NaN                NaN                NaN        0
900                  NaN    NaN     NaN            NaN                NaN                NaN        0
901                  NaN    NaN     NaN            NaN                NaN                NaN        0
902                  NaN    NaN     NaN            NaN                NaN                NaN        0
903                  NaN    NaN     NaN            NaN                NaN                NaN        0
904                  NaN    NaN     NaN            NaN                NaN                NaN        0
905                  NaN    NaN     NaN            NaN                NaN                NaN        0
906                  NaN    NaN     NaN            NaN                NaN                NaN        0
907                  NaN    NaN     NaN            NaN                NaN                NaN        0
908                  NaN    NaN     NaN            NaN                NaN                NaN        0
909                  NaN    NaN     NaN            NaN                NaN                NaN        0
910                  NaN    NaN     NaN            NaN                NaN                NaN        0
911                  NaN    NaN     NaN            NaN                NaN                NaN        0
912                  NaN    NaN     NaN            NaN                NaN                NaN        0
913                  NaN    NaN     NaN            NaN                NaN                NaN        0
914                  NaN    NaN     NaN            NaN                NaN                NaN        0
915                  NaN    NaN     NaN            NaN                NaN                NaN        0
916                  NaN    NaN     NaN            NaN                NaN                NaN        0
917                  NaN    NaN     NaN            NaN                NaN                NaN        0
918                  NaN    NaN     NaN            NaN                NaN                NaN        0
919                  NaN    NaN     NaN            NaN                NaN                NaN        0
920                  NaN    NaN     NaN            NaN                NaN                NaN        0
921                  NaN    NaN     NaN            NaN                NaN                NaN        0
922                  NaN    NaN     NaN            NaN                NaN                NaN        0
923                  NaN    NaN     NaN            NaN                NaN                NaN        0
924                  NaN    NaN     NaN            NaN                NaN                NaN        0
925                  NaN    NaN     NaN            NaN                NaN                NaN        0
926                  NaN    NaN     NaN            NaN                NaN                NaN        0
927                  NaN    NaN     NaN            NaN                NaN                NaN        0
928                  NaN    NaN     NaN            NaN                NaN                NaN        0
929                  NaN    NaN     NaN            NaN                NaN                NaN        0
930                  NaN    NaN     NaN            NaN                NaN                NaN        0
931                  NaN    NaN     NaN            NaN                NaN                NaN        0
932                  NaN    NaN     NaN            NaN                NaN                NaN        0
933                  NaN    NaN     NaN            NaN                NaN                NaN        0
934                  NaN    NaN     NaN            NaN                NaN                NaN        0
935                  NaN    NaN     NaN            NaN                NaN                NaN        0
936                  NaN    NaN     NaN            NaN                NaN                NaN        0
937                  NaN    NaN     NaN            NaN                NaN                NaN        0
938                  NaN    NaN     NaN            NaN                NaN                NaN        0
939                  NaN    NaN     NaN            NaN                NaN                NaN        0
940                  NaN    NaN     NaN            NaN                NaN                NaN        0
941                  NaN    NaN     NaN            NaN                NaN                NaN        0
942                  NaN    NaN     NaN            NaN                NaN                NaN        0
943                  NaN    NaN     NaN            NaN                NaN                NaN        0
944                  NaN    NaN     NaN            NaN                NaN                NaN        0
945                  NaN    NaN     NaN            NaN                NaN                NaN        0
946                  NaN    NaN     NaN            NaN                NaN                NaN        0
947                  NaN    NaN     NaN            NaN                NaN                NaN        0
948                  NaN    NaN     NaN            NaN                NaN                NaN        0
949                  NaN    NaN     NaN            NaN                NaN                NaN        0
950                  NaN    NaN     NaN            NaN                NaN                NaN        0
951                  NaN    NaN     NaN            NaN                NaN                NaN        0
952                  NaN    NaN     NaN            NaN                NaN                NaN        0
953                  NaN    NaN     NaN            NaN                NaN                NaN        0
954                  NaN    NaN     NaN            NaN                NaN                NaN        0
955                  NaN    NaN     NaN            NaN                NaN                NaN        0
956                  NaN    NaN     NaN            NaN                NaN                NaN        0
957                  NaN    NaN     NaN            NaN                NaN                NaN        0
958                  NaN    NaN     NaN            NaN                NaN                NaN        0
959                  NaN    NaN     NaN            NaN                NaN                NaN        0
